"hr","weekday","weathersit","temp","hum","windspeed","ToD","temp2","season","mnth","cnt"
0,"5","1",23.96,0.83,0.1642,"(-0.01,5]",574.0816,"3",8,82
1,"5","1",23.96,0.83,0.1642,"(-0.01,5]",574.0816,"3",8,32
2,NA,"1",23.02,0.89,0.1343,"(-0.01,5]",529.9204,"3",8,20
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,5
NA,"5",NA,NA,0.89,0.1343,"(-0.01,5]",NA,"3",8,7
NA,NA,NA,NA,0.89,0.1642,"(-0.01,5]",NA,"3",8,29
6,"5","2",22.08,0.89,0.1642,"(5,10]",487.5264,"3",8,108
7,"5","2",22.08,0.89,0.0896,"(5,10]",487.5264,"3",8,421
8,NA,"2",24.9,NA,NA,NA,620.01,"3",8,690
NA,"5",NA,NA,0.7,0,"(5,10]",NA,"3",8,398
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,256
11,"5","1",32.42,0.28,0.2985,"(10,16]",1051.0564,"3",8,309
12,"5","1",32.42,NA,0.2537,"(10,16]",1051.0564,"3",8,410
13,"5","1",33.36,NA,0.3284,"(10,16]",1112.8896,"3",8,368
NA,"5",NA,NA,0.25,0.2239,"(10,16]",NA,"3",8,436
NA,"5",NA,NA,NA,0.2985,"(10,16]",NA,"3",8,526
16,"5","1",34.3,0.27,0.2537,"(10,16]",1176.49,"3",8,528
17,"5","1",33.36,0.32,0.1642,"(16,19]",1112.8896,"3",8,617
18,"5","1",32.42,NA,0.2537,"(16,19]",1051.0564,"3",8,546
19,"5","1",29.6,0.49,0.1343,"(16,19]",876.16,"3",8,452
20,"5","1",NA,0.49,0.1343,"(19,24]",876.16,"3",8,356
21,"5","1",27.72,0.58,0.194,"(19,24]",768.3984,"3",8,303
22,NA,"1",27.72,NA,NA,NA,768.3984,"3",8,277
NA,NA,NA,NA,NA,NA,NA,NA,"3",8,174
NA,"6",NA,NA,0.62,0.1045,"(-0.01,5]",NA,"3",9,168
1,"6","1",25.84,0.74,0.1343,"(-0.01,5]",667.7056,"3",9,79
NA,"6",NA,NA,0.7,0.1642,"(-0.01,5]",NA,"3",9,69
3,"6","1",24.9,0.7,0.1045,"(-0.01,5]",620.01,"3",9,35
4,NA,"1",24.9,0.7,0,"(-0.01,5]",620.01,"3",9,12
5,"6","1",23.96,0.79,0,NA,574.0816,"3",9,22
6,"6","1",23.96,0.79,0,"(5,10]",574.0816,"3",9,36
7,NA,"2",26.78,NA,NA,NA,717.1684,"3",9,66
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,162
9,"6","2",27.72,0.58,0.194,"(5,10]",768.3984,"3",9,237
10,NA,"2",28.66,NA,NA,NA,821.3956,"3",9,417
NA,"6",NA,NA,0.55,0.2239,"(10,16]",NA,"3",9,492
NA,"6",NA,NA,0.55,0.1642,"(10,16]",NA,"3",9,471
13,NA,"2",30.54,NA,NA,NA,932.6916,"3",9,504
14,"6","2",32.42,0.44,0.1642,"(10,16]",1051.0564,"3",9,514
15,NA,"2",32.42,0.44,0.2836,"(10,16]",1051.0564,"3",9,563
16,"6","2",31.48,0.49,0.1642,"(10,16]",990.9904,"3",9,462
17,"6","2",30.54,0.52,0,"(16,19]",932.6916,"3",9,463
NA,"6",NA,NA,0.52,0,"(16,19]",NA,"3",9,442
19,"6",NA,28.66,0.62,0,"(16,19]",821.3956,"3",9,392
NA,"6",NA,NA,0.67,0.2537,"(19,24]",NA,"3",9,207
21,"6","3",22.08,0.89,0,"(19,24]",487.5264,"3",9,104
22,NA,"2",23.02,NA,NA,NA,529.9204,"3",9,78
23,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,145
0,"0","2",23.02,0.89,0.0896,"(-0.01,5]",529.9204,"3",9,99
1,"0","1",23.02,0.89,0,"(-0.01,5]",529.9204,"3",9,73
2,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,84
3,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,42
4,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,22
5,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,12
6,"0","2",23.02,0.89,0,"(5,10]",529.9204,"3",9,15
7,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,42
NA,"0",NA,NA,0.89,0.0896,"(5,10]",NA,"3",9,129
9,"0","2",24.9,0.84,0,"(5,10]",620.01,"3",9,232
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,388
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,489
NA,"0",NA,NA,0.7,0,"(10,16]",NA,"3",9,545
13,NA,"3",25.84,0.74,0.0896,"(10,16]",667.7056,"3",9,493
14,"0","3",25.84,0.79,0.0896,"(10,16]",667.7056,"3",9,457
15,"0","3",26.78,0.74,0.1343,"(10,16]",717.1684,"3",9,355
16,NA,"1",26.78,NA,NA,NA,717.1684,"3",9,474
17,"0","1",27.72,0.66,0.0896,"(16,19]",768.3984,"3",9,503
18,"0","1",26.78,0.74,0,"(16,19]",717.1684,"3",9,500
19,"0","2",24.9,0.84,0.2239,"(16,19]",620.01,"3",9,292
NA,"0",NA,NA,0.84,0.1642,"(19,24]",NA,"3",9,104
21,"0","1",24.9,0.7,0.1642,"(19,24]",620.01,"3",9,171
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,166
NA,"0",NA,NA,0.89,0.0896,"(19,24]",NA,"3",9,123
NA,"1",NA,NA,0.94,0,"(-0.01,5]",NA,"3",9,104
1,"1","2",23.96,0.89,0.1642,"(-0.01,5]",574.0816,"3",9,55
2,"1",NA,23.02,0.89,0.1045,"(-0.01,5]",529.9204,"3",9,40
3,"1","1",23.02,0.89,NA,"(-0.01,5]",529.9204,"3",9,28
4,NA,"1",NA,NA,NA,NA,529.9204,"3",9,11
5,"1","1",23.02,0.89,0,"(-0.01,5]",529.9204,"3",9,4
NA,"1",NA,NA,0.94,0,"(5,10]",NA,"3",9,15
7,"1","1",23.96,0.85,0,"(5,10]",574.0816,"3",9,43
8,"1","2",24.9,0.84,0.1045,"(5,10]",620.01,"3",9,127
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,229
10,"1",NA,26.78,0.74,0.2239,"(5,10]",717.1684,"3",9,359
NA,"1",NA,NA,0.7,0.2836,"(10,16]",NA,"3",9,459
12,"1","2",27.72,0.62,0.2985,"(10,16]",768.3984,"3",9,543
13,"1","2",27.72,0.66,0.2537,NA,768.3984,"3",9,566
14,"1","1",26.78,0.7,0.2985,"(10,16]",717.1684,"3",9,512
15,NA,"1",26.78,0.7,0.2239,NA,717.1684,"3",9,449
16,"1","1",26.78,0.7,0.2239,"(10,16]",717.1684,"3",9,500
17,"1","1",26.78,NA,0.1343,"(16,19]",717.1684,"3",9,498
18,"1","1",26.78,0.66,0.1642,"(16,19]",717.1684,"3",9,482
19,"1","1",25.84,0.74,0.194,"(16,19]",667.7056,"3",9,374
20,NA,"1",25.84,NA,NA,NA,NA,"3",9,261
21,"1","1",25.84,0.76,0.1045,"(19,24]",667.7056,"3",9,184
22,"1","2",24.9,0.84,0.1343,NA,620.01,"3",9,121
23,NA,"2",24.9,NA,NA,NA,620.01,"3",9,70
NA,"2",NA,NA,0.84,0.2537,"(-0.01,5]",NA,"3",9,29
1,NA,"1",23.96,NA,NA,NA,574.0816,"3",9,24
NA,"2",NA,NA,0.82,0.1343,NA,NA,"3",9,5
3,"2","2",23.02,0.89,0.0896,"(-0.01,5]",529.9204,"3",9,10
4,"2","2",23.02,0.89,0,"(-0.01,5]",529.9204,"3",9,8
5,NA,"2",23.02,NA,NA,NA,529.9204,"3",9,38
6,NA,"2",23.96,NA,NA,NA,574.0816,"3",9,172
7,"2","2",23.96,0.89,0.1045,"(5,10]",574.0816,"3",9,493
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,632
9,NA,"2",25.84,NA,NA,NA,667.7056,"3",9,323
NA,"2",NA,NA,0.74,0.2537,"(5,10]",NA,"3",9,172
11,NA,"2",26.78,NA,NA,NA,717.1684,"3",9,198
NA,"2",NA,NA,0.7,0.2836,"(10,16]",NA,"3",9,287
13,"2","1",29.6,0.55,0.4478,"(10,16]",876.16,"3",9,275
NA,"2",NA,NA,0.55,0.4179,"(10,16]",NA,"3",9,274
15,"2","1",29.6,0.59,0.4627,"(10,16]",876.16,"3",9,292
16,"2","1",27.72,0.7,NA,"(10,16]",768.3984,"3",9,458
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,856
18,"2","1",27.72,0.75,0.2239,"(16,19]",768.3984,"3",9,839
NA,"2",NA,NA,0.7,0.2239,"(16,19]",NA,"3",9,552
20,"2","1",26.78,0.7,0.2537,"(19,24]",717.1684,"3",9,385
21,"2","1",26.78,0.74,0.2537,"(19,24]",717.1684,"3",9,268
22,"2","1",26.78,0.7,0.2836,"(19,24]",717.1684,"3",9,179
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,95
NA,"3",NA,NA,0.74,0.2537,"(-0.01,5]",NA,"3",9,37
1,"3","1",24.9,0.84,0.194,"(-0.01,5]",620.01,"3",9,13
2,"3","1",24.9,0.84,0.194,"(-0.01,5]",NA,"3",9,9
3,"3","1",24.9,0.79,0.2836,"(-0.01,5]",620.01,"3",9,4
4,NA,"1",24.9,NA,NA,NA,620.01,"3",9,5
5,"3","2",24.9,0.79,0.2985,"(-0.01,5]",620.01,"3",9,40
6,NA,"1",24.9,NA,NA,NA,620.01,"3",9,210
7,"3","2",24.9,0.79,0.2537,"(5,10]",620.01,"3",9,500
8,"3","1",25.84,0.74,0.194,"(5,10]",667.7056,"3",9,725
9,"3","1",26.78,NA,0.2537,"(5,10]",717.1684,"3",9,290
10,"3","2",27.72,0.7,0.1642,"(5,10]",768.3984,"3",9,235
NA,"3",NA,NA,0.62,0.1642,"(10,16]",NA,"3",9,217
NA,"3",NA,NA,0.7,0.1045,"(10,16]",NA,"3",9,266
13,"3","1",29.6,0.63,0.1642,"(10,16]",876.16,"3",9,234
14,"3","1",30.54,0.56,0.1045,"(10,16]",932.6916,"3",9,211
15,"3","1",28.66,0.7,0.194,"(10,16]",821.3956,"3",9,245
16,"3","1",27.72,0.7,0.2537,"(10,16]",768.3984,"3",9,430
17,"3","1",27.72,0.66,0.2537,"(16,19]",768.3984,"3",9,863
18,"3","1",27.72,0.75,0.194,"(16,19]",768.3984,"3",9,839
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,662
20,NA,"1",25.84,NA,NA,NA,667.7056,"3",9,412
21,"3","1",NA,0.79,0,"(19,24]",667.7056,"3",9,296
NA,"3",NA,NA,0.79,0,"(19,24]",NA,"3",9,219
23,"3","1",24.9,0.84,0.0896,"(19,24]",NA,"3",9,150
0,"4","2",NA,0.84,NA,"(-0.01,5]",620.01,"3",9,65
1,"4","2",24.9,0.84,0,"(-0.01,5]",620.01,"3",9,18
2,NA,"1",25.84,NA,NA,NA,667.7056,"3",9,8
NA,"4",NA,NA,0.84,0.1045,"(-0.01,5]",NA,"3",9,9
4,NA,NA,24.9,0.84,0.0896,"(-0.01,5]",620.01,"3",9,8
NA,NA,"2",24.9,NA,NA,NA,620.01,"3",9,38
6,"4","2",24.9,0.84,0.0896,"(5,10]",620.01,"3",9,200
NA,"4",NA,NA,0.84,0.1045,"(5,10]",NA,"3",9,482
8,NA,"3",24.9,NA,NA,NA,620.01,"3",9,646
9,"4","3",23.02,0.94,0.1343,"(5,10]",529.9204,"3",9,123
10,"4","3",23.02,0.94,0.1343,"(5,10]",529.9204,"3",9,49
NA,"4",NA,NA,0.84,0.1642,"(10,16]",NA,"3",9,62
12,"4","2",25.84,0.79,0.2239,"(10,16]",667.7056,"3",9,137
NA,"4",NA,NA,0.79,NA,"(10,16]",NA,"3",9,191
14,"4","1",26.78,0.74,NA,"(10,16]",717.1684,"3",9,216
15,"4","1",26.78,0.66,0.194,"(10,16]",717.1684,"3",9,270
16,"4","1",26.78,0.7,0.2239,"(10,16]",717.1684,"3",9,416
17,"4","1",26.78,0.7,0.2537,"(16,19]",717.1684,"3",9,808
NA,NA,NA,NA,0.7,0.2537,"(16,19]",NA,"3",9,835
19,"4","1",23.96,0.74,0.2537,"(16,19]",574.0816,"3",9,558
NA,"4",NA,NA,0.78,0.2239,"(19,24]",NA,"3",9,406
21,"4","1",22.08,0.89,0.1642,"(19,24]",487.5264,"3",9,272
22,"4","1",NA,NA,0.1642,"(19,24]",487.5264,"3",9,217
NA,"4",NA,NA,0.89,0.1642,"(19,24]",NA,"3",9,169
0,"5","1",22.08,0.89,0.1343,"(-0.01,5]",487.5264,"3",9,96
1,"5","1",21.14,NA,0.1045,"(-0.01,5]",446.8996,"3",9,29
2,"5","1",21.14,0.83,0.0896,"(-0.01,5]",446.8996,"3",9,11
3,NA,"1",21.14,NA,NA,NA,446.8996,"3",9,9
4,"5","1",21.14,0.88,0,"(-0.01,5]",446.8996,"3",9,8
5,"5","1",21.14,0.88,0,"(-0.01,5]",446.8996,"3",9,40
NA,"5",NA,NA,0.88,0.1045,"(5,10]",NA,"3",9,140
7,"5","1",22.08,0.89,0.1045,"(5,10]",487.5264,"3",9,486
8,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,719
9,"5","1",24.9,0.79,0.1343,"(5,10]",620.01,"3",9,344
10,"5","1",25.84,NA,0.1343,NA,NA,"3",9,224
11,NA,"1",27.72,NA,NA,NA,768.3984,"3",9,296
12,"5","1",28.66,0.59,0.1642,"(10,16]",NA,"3",9,323
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,354
14,"5","1",29.6,0.59,0.2537,NA,876.16,"3",9,253
15,"5","1",29.6,0.55,0.2537,"(10,16]",876.16,"3",9,331
16,"5",NA,29.6,0.55,0.2836,"(10,16]",876.16,"3",9,470
17,"5","1",28.66,0.59,0.3284,"(16,19]",821.3956,"3",9,772
18,"5","1",27.72,0.62,0.2985,"(16,19]",768.3984,"3",9,792
19,"5","1",26.78,0.62,0.2836,"(16,19]",717.1684,"3",9,568
20,"5","1",25.84,0.66,0.2239,"(19,24]",NA,"3",9,391
NA,"5","1",24.9,0.74,0.1642,"(19,24]",620.01,"3",9,301
22,NA,"1",24.9,NA,NA,NA,620.01,"3",9,299
NA,"5",NA,NA,0.89,0.2537,"(19,24]",NA,"3",9,248
0,"6","1",23.02,0.89,0.2537,"(-0.01,5]",529.9204,"3",9,150
NA,"6",NA,NA,0.89,0.2836,"(-0.01,5]",NA,"3",9,117
2,"6","1",23.02,0.89,NA,"(-0.01,5]",529.9204,"3",9,77
3,"6","2",23.02,0.89,0.2239,"(-0.01,5]",529.9204,"3",9,43
NA,"6",NA,NA,0.94,0.2239,"(-0.01,5]",NA,"3",9,11
5,"6","2",23.02,0.94,0.2537,"(-0.01,5]",529.9204,"3",9,15
NA,"6",NA,NA,0.89,0.2836,"(5,10]",NA,"3",9,34
NA,"6",NA,NA,0.89,0.2836,"(5,10]",NA,"3",9,82
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,230
NA,"6",NA,NA,0.74,0.3881,"(5,10]",NA,"3",9,348
10,NA,NA,26.78,NA,NA,NA,717.1684,"3",9,422
11,"6","1",27.72,0.62,0.4478,"(10,16]",768.3984,"3",9,578
NA,"6",NA,NA,0.55,0.4925,"(10,16]",NA,"3",9,694
13,NA,"1",30.54,NA,NA,NA,932.6916,"3",9,668
14,NA,"1",NA,NA,NA,NA,932.6916,"3",9,626
15,NA,"3",18.32,NA,NA,NA,335.6224,"3",9,512
16,"6","3",18.32,0.88,0.194,"(10,16]",335.6224,"3",9,114
NA,"6",NA,NA,0.83,0.194,"(16,19]",NA,"3",9,171
18,"6","3",19.26,0.83,0.1343,"(16,19]",NA,"3",9,167
19,"6","3",19.26,NA,0.1045,"(16,19]",370.9476,"3",9,215
20,"6","2",19.26,0.88,0.0896,"(19,24]",370.9476,"3",9,194
21,"6","2",20.2,0.83,0.1642,"(19,24]",408.04,"3",9,181
22,"6","2",19.26,0.78,0.2985,"(19,24]",370.9476,"3",9,194
23,"6","2",19.26,0.73,0.1642,"(19,24]",370.9476,"3",9,133
0,"0","2",18.32,0.73,0.194,"(-0.01,5]",335.6224,"3",9,124
1,"0","1",18.32,0.73,0.2239,"(-0.01,5]",335.6224,"3",9,124
NA,"0",NA,NA,0.77,0.2836,"(-0.01,5]",NA,"3",9,96
3,"0","1",17.38,0.73,0.2239,"(-0.01,5]",302.0644,"3",9,46
NA,NA,NA,NA,0.77,0.2537,"(-0.01,5]",NA,"3",9,28
NA,"0",NA,NA,0.77,0.194,"(-0.01,5]",NA,"3",9,55
6,NA,"1",16.44,NA,NA,NA,270.2736,"3",9,35
7,"0","1",17.38,0.73,0.1642,"(5,10]",302.0644,"3",9,70
8,NA,"1",19.26,NA,NA,NA,370.9476,"3",9,170
NA,"0",NA,NA,0.61,0.2537,"(5,10]",NA,"3",9,299
10,"0","1",22.08,0.57,0.2985,"(5,10]",487.5264,"3",9,495
11,NA,"1",NA,0.47,0.2537,"(10,16]",529.9204,"3",9,585
12,"0","1",23.02,0.47,0,"(10,16]",529.9204,"3",9,757
13,"0","1",23.96,NA,0,"(10,16]",574.0816,"3",9,729
14,"0","1",25.84,0.3,0.2836,NA,667.7056,"3",9,647
15,"0","1",25.84,0.32,0.2537,"(10,16]",667.7056,"3",9,696
16,"0","1",23.96,0.36,0.2836,"(10,16]",574.0816,"3",9,701
17,"0","1",24.9,0.37,0.2537,"(16,19]",620.01,"3",9,671
18,"0","1",23.02,0.36,0.2537,"(16,19]",529.9204,"3",9,560
19,NA,NA,23.02,NA,NA,NA,529.9204,"3",9,496
20,NA,"1",21.14,0.41,0.2836,"(19,24]",446.8996,"3",9,356
NA,"0",NA,NA,0.46,0.2239,"(19,24]",NA,"3",9,206
22,"0","1",19.26,0.49,0.2537,"(19,24]",370.9476,"3",9,189
NA,"0","1",18.32,0.52,0.2836,"(19,24]",335.6224,"3",9,92
0,"1","1",18.32,0.52,0.2836,"(-0.01,5]",335.6224,"3",9,41
1,NA,"1",17.38,NA,NA,NA,302.0644,"3",9,18
2,"1","1",17.38,0.6,0.3582,"(-0.01,5]",302.0644,"3",9,17
NA,"1","1",16.44,0.68,0.2836,"(-0.01,5]",270.2736,"3",9,12
4,"1","1",16.44,0.68,0.2836,"(-0.01,5]",270.2736,"3",9,5
5,NA,"1",15.5,NA,NA,NA,240.25,"3",9,40
6,"1","1",15.5,0.72,0.1343,"(5,10]",240.25,"3",9,180
7,"1","1",16.44,0.68,0.2239,"(5,10]",270.2736,"3",9,447
8,NA,"1",18.32,NA,NA,NA,335.6224,"3",9,730
NA,"1",NA,NA,0.53,0.2985,"(5,10]",NA,"3",9,361
10,NA,"1",NA,0.5,0.2836,"(5,10]",446.8996,"3",9,210
11,"1","1",21.14,0.43,0.2985,"(10,16]",446.8996,"3",9,236
12,NA,"1",22.08,NA,NA,NA,487.5264,"3",9,332
13,"1","1",22.08,0.38,NA,"(10,16]",487.5264,"3",9,323
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,340
15,"1","1",23.02,0.31,0.3881,NA,NA,"3",9,346
16,"1","1",23.02,0.34,0.3284,"(10,16]",529.9204,"3",9,488
17,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,871
NA,"1","1",21.14,0.35,0.2985,"(16,19]",446.8996,"3",9,968
19,NA,"1",21.14,NA,NA,NA,446.8996,"3",9,633
20,"1","1",20.2,0.4,0.194,"(19,24]",408.04,"3",9,390
21,"1","1",18.32,0.49,0.1642,"(19,24]",335.6224,"3",9,285
22,"1","1",17.38,NA,0.1343,"(19,24]",302.0644,"3",9,159
23,"1","1",17.38,0.52,0,"(19,24]",302.0644,"3",9,93
0,"2","1",16.44,0.59,0.1045,"(-0.01,5]",270.2736,"3",9,32
1,"2","1",15.5,0.63,0,"(-0.01,5]",240.25,"3",9,10
2,"2","1",14.56,0.77,0.1642,"(-0.01,5]",211.9936,"3",9,6
3,NA,"1",14.56,NA,NA,NA,211.9936,"3",9,8
4,NA,"1",14.56,NA,NA,NA,211.9936,"3",9,9
NA,"2",NA,NA,0.72,0.0896,"(-0.01,5]",NA,"3",9,44
6,"2","1",13.62,0.77,0.1045,"(5,10]",185.5044,"3",9,211
7,"2","1",15.5,NA,NA,"(5,10]",240.25,"3",9,596
8,NA,"1",17.38,NA,NA,NA,302.0644,"3",9,750
9,"2","1",20.2,0.49,0,"(5,10]",408.04,"3",9,358
10,"2","1",21.14,0.38,0,"(5,10]",446.8996,"3",9,196
11,"2","1",22.08,0.33,0.0896,"(10,16]",487.5264,"3",9,247
12,"2","1",22.08,0.33,0,"(10,16]",NA,"3",9,316
NA,"2",NA,NA,0.29,0.0896,NA,NA,"3",9,328
14,NA,"1",NA,0.3,0.0896,"(10,16]",574.0816,"3",9,255
15,"2","1",24.9,0.28,0.1045,"(10,16]",620.01,"3",9,326
16,"2","1",24.9,0.28,0.1343,"(10,16]",620.01,"3",9,536
17,NA,"1",24.9,NA,NA,NA,620.01,"3",9,970
18,"2",NA,22.08,0.36,0.1642,"(16,19]",487.5264,"3",9,877
NA,"2",NA,NA,0.41,0.194,"(16,19]",NA,"3",9,596
20,NA,"1",19.26,NA,NA,NA,NA,"3",9,461
21,"2","1",NA,0.6,0.1045,"(19,24]",335.6224,"3",9,310
22,"2","1",18.32,0.64,0.1045,"(19,24]",335.6224,"3",9,216
23,NA,NA,17.38,0.68,0.1045,"(19,24]",302.0644,"3",9,109
0,NA,"1",16.44,NA,NA,NA,270.2736,"3",9,49
1,NA,"1",16.44,NA,NA,NA,270.2736,"3",9,21
2,NA,"1",16.44,NA,NA,NA,270.2736,"3",9,11
3,"3","1",15.5,0.77,0.0896,"(-0.01,5]",240.25,"3",9,7
4,"3","1",NA,NA,0.0896,"(-0.01,5]",240.25,"3",9,5
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,48
6,NA,"1",15.5,NA,NA,NA,240.25,"3",9,205
7,NA,"1",16.44,0.72,0,"(5,10]",270.2736,"3",9,557
8,NA,"1",18.32,NA,NA,NA,NA,"3",9,770
9,"3","1",20.2,0.64,0.1343,"(5,10]",408.04,"3",9,328
NA,NA,NA,NA,0.61,0.1343,"(5,10]",NA,"3",9,205
NA,"3",NA,NA,0.5,0.194,"(10,16]",NA,"3",9,232
12,"3","1",23.96,0.36,0.1343,"(10,16]",574.0816,"3",9,352
13,NA,"1",24.9,0.34,0.1343,"(10,16]",620.01,"3",9,323
14,"3","1",24.9,NA,NA,"(10,16]",620.01,"3",9,278
15,"3","1",25.84,0.37,0.1343,"(10,16]",667.7056,"3",9,318
16,"3","1",25.84,0.37,0.1642,"(10,16]",667.7056,"3",9,509
17,NA,"1",24.9,NA,NA,NA,620.01,"3",9,925
18,"3","1",23.02,0.44,0.2537,"(16,19]",529.9204,"3",9,977
19,"3","1",22.08,0.5,0.194,"(16,19]",487.5264,"3",9,635
20,"3","1",21.14,0.57,0.1343,"(19,24]",446.8996,"3",9,470
21,"3",NA,20.2,0.6,0.1343,"(19,24]",408.04,"3",9,306
22,"3","1",18.32,0.64,0.0896,"(19,24]",335.6224,"3",9,212
23,"3","1",18.32,0.68,0.1045,"(19,24]",335.6224,"3",9,127
0,NA,NA,NA,0.73,0.0896,"(-0.01,5]",335.6224,"3",9,57
1,"4","1",17.38,0.77,0.0896,"(-0.01,5]",302.0644,"3",9,28
2,"4","1",17.38,0.77,0,"(-0.01,5]",302.0644,"3",9,9
3,"4","1",NA,0.83,0,"(-0.01,5]",270.2736,"3",9,11
4,"4","1",16.44,0.83,0,"(-0.01,5]",270.2736,"3",9,6
5,"4","1",16.44,0.83,0,"(-0.01,5]",270.2736,"3",9,57
6,"4","1",15.5,0.82,0,"(5,10]",240.25,"3",9,195
7,"4","1",17.38,0.77,0,"(5,10]",302.0644,"3",9,571
8,"4","1",18.32,0.73,0,"(5,10]",335.6224,"3",9,758
9,"4","1",20.2,0.64,0.0896,"(5,10]",408.04,"3",9,338
10,NA,"1",22.08,NA,NA,NA,487.5264,"3",9,212
11,"4","1",23.02,0.5,0.1642,"(10,16]",529.9204,"3",9,254
12,"4","1",23.96,0.44,0.1045,"(10,16]",574.0816,"3",9,297
13,"4","1",24.9,0.42,0,"(10,16]",620.01,"3",9,283
NA,"4",NA,NA,0.39,0.1343,"(10,16]",NA,"3",9,274
15,"4","1",25.84,0.42,0.1045,NA,667.7056,"3",9,352
16,NA,"1",25.84,NA,NA,NA,667.7056,"3",9,491
17,"4","1",NA,0.42,0.194,"(16,19]",667.7056,"3",9,884
18,"4","1",23.96,0.57,0.2537,"(16,19]",574.0816,"3",9,852
19,"4","1",22.08,0.65,0.1343,"(16,19]",487.5264,"3",9,674
NA,"4",NA,NA,0.69,0.1045,"(19,24]",NA,"3",9,463
21,"4","1",21.14,0.65,0.1045,"(19,24]",446.8996,"3",9,317
22,"4","1",20.2,0.69,0.1343,"(19,24]",408.04,"3",9,251
23,"4","1",19.26,0.73,0.1045,"(19,24]",370.9476,"3",9,170
NA,"5",NA,NA,0.73,0.0896,"(-0.01,5]",NA,"3",9,87
1,NA,"1",18.32,NA,NA,NA,335.6224,"3",9,41
2,"5","1",18.32,0.73,0,"(-0.01,5]",335.6224,"3",9,30
3,"5","1",17.38,0.77,0,"(-0.01,5]",302.0644,"3",9,14
4,NA,"1",17.38,0.77,0,"(-0.01,5]",302.0644,"3",9,12
5,NA,"1",17.38,NA,NA,NA,302.0644,"3",9,41
6,NA,"1",17.38,NA,NA,NA,302.0644,"3",9,152
NA,"5",NA,NA,0.88,NA,"(5,10]",NA,"3",9,454
8,"5","2",20.2,0.78,0.1642,"(5,10]",408.04,"3",9,766
9,NA,"2",21.14,NA,NA,NA,446.8996,"3",9,347
10,"5",NA,23.96,0.65,0,"(5,10]",574.0816,"3",9,246
11,"5","2",23.96,0.61,0.1045,NA,574.0816,"3",9,280
NA,"5",NA,NA,0.54,0.194,"(10,16]",NA,"3",9,409
13,"5",NA,24.9,0.54,0.194,"(10,16]",620.01,"3",9,408
14,"5",NA,25.84,0.45,0.1642,"(10,16]",667.7056,"3",9,371
15,"5","2",25.84,0.48,0.1343,"(10,16]",667.7056,"3",9,367
16,NA,"2",25.84,NA,NA,NA,667.7056,"3",9,563
17,"5","1",25.84,0.51,0.194,"(16,19]",667.7056,"3",9,894
18,NA,"1",25.84,NA,NA,NA,667.7056,"3",9,808
19,"5","1",23.96,0.57,NA,"(16,19]",574.0816,"3",9,579
20,"5","1",23.02,0.61,0.1045,"(19,24]",529.9204,"3",9,404
21,NA,"1",22.08,NA,NA,NA,487.5264,"3",9,312
22,"5",NA,21.14,0.83,0.194,"(19,24]",446.8996,"3",9,229
23,"5","1",21.14,0.78,0.0896,"(19,24]",446.8996,"3",9,195
0,"6","1",20.2,0.83,0.1045,"(-0.01,5]",408.04,"3",9,207
1,NA,"1",20.2,NA,NA,NA,408.04,"3",9,109
2,"6","1",19.26,0.78,0.1045,"(-0.01,5]",370.9476,"3",9,93
3,"6","1",20.2,0.73,NA,"(-0.01,5]",408.04,"3",9,37
4,"6","2",20.2,0.69,0.3582,"(-0.01,5]",408.04,"3",9,6
5,"6","1",19.26,0.6,0.5224,NA,370.9476,"3",9,16
6,"6","1",17.38,0.49,0.4179,"(5,10]",302.0644,"3",9,33
7,"6","1",17.38,0.52,0.2836,"(5,10]",302.0644,"3",9,73
8,NA,"1",18.32,NA,NA,NA,335.6224,"3",9,212
9,"6","1",20.2,0.43,0.4179,"(5,10]",408.04,"3",9,342
NA,NA,NA,NA,NA,NA,NA,NA,"3",9,442
11,"6","1",22.08,0.38,0.3881,"(10,16]",487.5264,"3",9,627
12,NA,"1",23.02,NA,NA,NA,529.9204,"3",9,706
13,"6","1",23.96,0.36,0.194,"(10,16]",574.0816,"3",9,704
14,NA,"1",23.96,NA,NA,NA,574.0816,"3",9,715
