"hr","weekday","weathersit","temp","hum","windspeed","ToD","temp2","season","mnth","cnt"
10,"6","1",4.22,0.6,0.3582,"(5,10]",17.8084,"1",2,183
10,"5",NA,23.02,0.61,0.1642,"(5,10]",529.9204,"3",7,166
NA,"0",NA,NA,0.52,0,"(-0.01,5]",NA,"2",4,12
7,"4","1",7.04,0.7,0.194,"(5,10]",49.5616,"4",12,258
22,"4","1",0.459999999999999,0.51,0.0896,"(19,24]",0.211599999999999,"1",2,41
NA,"0",NA,NA,0.55,0.2239,"(10,16]",NA,"2",4,561
NA,NA,NA,NA,0.87,0.2537,"(19,24]",NA,"4",11,184
NA,"2",NA,NA,NA,0,"(-0.01,5]",NA,"2",5,18
19,"1","1",28.66,0.59,0.194,"(16,19]",821.3956,"3",8,640
NA,"4",NA,NA,0.33,0.2537,"(19,24]",NA,"2",6,155
NA,"4",NA,NA,0.56,0.4478,"(10,16]",NA,"1",12,103
5,"6","1",15.5,0.64,NA,"(-0.01,5]",240.25,"2",6,8
18,"4","3",21.14,0.83,0.2537,"(16,19]",446.8996,"4",10,268
NA,"2",NA,NA,0.19,0.2537,"(10,16]",NA,"2",4,345
NA,"6",NA,NA,0.76,NA,"(16,19]",NA,"4",12,320
NA,"4",NA,NA,0.59,0.194,NA,NA,"2",4,248
12,"3","2",29.6,0.52,0,"(10,16]",876.16,"3",8,280
NA,"6",NA,NA,0.45,0.2537,"(10,16]",NA,"2",5,506
18,"3","1",4.22,0.38,0.3284,"(16,19]",17.8084,"1",12,169
23,"2","2",NA,0.88,0.2537,"(19,24]",302.0644,"2",5,56
22,"1","2",16.44,0.55,0.1642,"(19,24]",270.2736,"2",4,134
21,"1","1",23.96,0.3,0.3284,"(19,24]",574.0816,"3",6,331
NA,"3",NA,NA,0.73,0.194,"(5,10]",NA,"3",8,181
NA,"6",NA,NA,0.55,0.1343,NA,NA,"1",2,8
NA,"1",NA,NA,0.5,0.2836,"(5,10]",NA,"1",1,188
20,"0","1",NA,0.65,0,"(19,24]",17.8084,"1",12,52
9,"5","1",32.42,0.63,0.0896,"(5,10]",1051.0564,"3",7,208
NA,"4",NA,NA,0.74,0.1343,NA,NA,"3",8,114
NA,"3",NA,NA,0.78,0.2985,"(10,16]",NA,"2",4,150
12,"6","1",10.8,0.4,0.1642,"(10,16]",116.64,"4",11,476
1,"4","1",3.28,0.3,0.4627,"(-0.01,5]",10.7584,"1",3,1
NA,"2",NA,NA,0.78,0.194,"(10,16]",NA,"1",3,284
21,"0","3",20.2,0.88,0.4925,"(19,24]",408.04,"3",8,155
12,"0","1",30.54,0.59,0.2836,"(10,16]",932.6916,"3",8,374
4,"4",NA,23.02,0.41,0.194,"(-0.01,5]",529.9204,"2",6,3
7,"0","2",11.74,NA,0.0896,"(5,10]",137.8276,"2",5,33
19,"6","3",18.32,0.73,0.4925,NA,335.6224,"2",4,54
NA,"6",NA,NA,0.42,0.4179,"(10,16]",NA,"3",8,489
8,NA,"1",23.02,0.74,0.2836,"(5,10]",529.9204,"2",5,418
15,"5","1",8.92,NA,0.2985,"(10,16]",79.5664,"1",3,106
2,"3","1",8.92,0.62,0,"(-0.01,5]",79.5664,"2",4,7
23,"4","1",7.98,0.46,0.3582,"(19,24]",63.6804,"4",11,87
NA,"0",NA,NA,0.49,NA,"(10,16]",NA,"1",2,157
20,"3","1",24.9,0.84,0.1642,"(19,24]",620.01,"3",7,342
22,"3","3",3.28,0.93,0.4478,"(19,24]",10.7584,"4",12,13
NA,"0",NA,NA,0.5,0.2239,"(10,16]",NA,"2",6,463
NA,"0",NA,NA,0.56,0.2239,"(-0.01,5]",NA,"1",12,7
18,"2","2",7.04,0.66,0.2537,"(16,19]",49.5616,"1",12,43
14,"1","3",11.74,1,0.2985,"(10,16]",137.8276,"1",2,25
NA,"6",NA,NA,0.83,0.0896,"(10,16]",NA,"4",9,407
NA,"6",NA,NA,0.75,0.0896,"(-0.01,5]",NA,"1",1,10
NA,"2",NA,NA,0.77,0.2239,NA,NA,"4",9,194
23,"3","2",23.02,0.78,0,"(19,24]",529.9204,"4",10,220
NA,"6",NA,NA,0.79,0.1045,"(16,19]",NA,"1",12,118
1,"4",NA,23.02,0.61,0,"(-0.01,5]",NA,"3",7,21
NA,"2",NA,NA,0.62,0.1343,"(16,19]",NA,"3",8,868
3,"2","2",7.98,0.61,0,"(-0.01,5]",63.6804,"4",12,2
NA,"0",NA,NA,NA,0.1045,"(10,16]",NA,"2",6,362
NA,"0",NA,NA,0.87,0.2836,"(-0.01,5]",NA,"1",2,34
NA,"0",NA,NA,0.82,0,"(5,10]",NA,"2",5,6
21,"4","1",26.78,0.62,0.1642,"(19,24]",717.1684,"3",7,209
21,"1","1",NA,0.89,0.1343,"(19,24]",487.5264,"4",9,182
13,"4","2",26.78,0.48,NA,"(10,16]",717.1684,"4",9,326
NA,"0",NA,NA,0.88,0.2239,"(19,24]",NA,"2",5,69
NA,"0",NA,NA,0.51,0.194,"(10,16]",NA,"2",5,401
16,"1","1",30.54,0.41,0,"(10,16]",932.6916,"3",7,452
3,"6","1",10.8,0.62,0.1343,"(-0.01,5]",116.64,"4",10,20
NA,"2",NA,NA,0.75,0.0896,"(-0.01,5]",NA,"1",3,2
23,NA,"2",2.34,0.93,0,"(19,24]",5.4756,"1",1,20
NA,"0",NA,NA,0.5,0.1045,"(16,19]",NA,"4",10,414
16,"1","1",24.9,0.84,0.2239,"(10,16]",620.01,"3",7,198
20,"1","1",16.44,0.52,0.1045,"(19,24]",270.2736,"4",9,432
NA,"0",NA,NA,0.26,0,"(10,16]",NA,"4",12,266
23,"0","2",27.72,NA,0.0896,"(19,24]",NA,"3",7,50
NA,"3",NA,NA,0.7,0.2239,"(16,19]",NA,"4",9,591
NA,"3",NA,NA,0.2,0.3284,"(10,16]",NA,"2",4,376
NA,"0",NA,NA,0.26,0.1343,"(-0.01,5]",NA,"2",4,26
NA,"2",NA,NA,0.7,0.2836,"(19,24]",NA,"3",7,196
NA,"0",NA,NA,0.6,0.2239,"(10,16]",NA,"4",12,188
6,"3","2",20.2,0.78,0.1045,"(5,10]",408.04,"2",5,144
18,"3","2",14.56,0.41,0.3284,"(16,19]",211.9936,"1",2,525
NA,"5",NA,NA,0.45,0.5522,"(5,10]",NA,"1",12,267
NA,"4",NA,NA,0.55,0.2836,"(-0.01,5]",NA,"4",12,32
NA,"4",NA,NA,0.61,0.2239,"(19,24]",NA,"3",9,280
1,"6","1",4.22,0.81,0,"(-0.01,5]",17.8084,"4",12,69
NA,"4",NA,NA,0.78,0.0896,"(-0.01,5]",NA,"3",9,25
17,"3","1",28.66,0.35,0.2239,"(16,19]",821.3956,"3",8,870
NA,"0",NA,NA,0.88,0.1045,"(-0.01,5]",NA,"4",9,124
21,"0","2",3.28,0.7,0.1642,"(19,24]",10.7584,"1",1,28
NA,"5",NA,NA,0.49,0.4925,"(16,19]",NA,"1",2,157
NA,"6",NA,NA,0.93,0.3284,"(10,16]",NA,"4",10,22
0,"4","1",17.38,0.49,0.1343,"(-0.01,5]",302.0644,"1",3,60
NA,NA,NA,NA,0.83,0.1642,"(-0.01,5]",NA,"3",6,5
NA,NA,NA,NA,0.73,0.194,"(10,16]",NA,"2",6,332
15,"5","1",4.22,0.33,0.5821,"(10,16]",17.8084,"1",1,138
NA,"3",NA,NA,0.93,0.1045,"(-0.01,5]",NA,"1",2,3
8,"6","1",23.02,0.83,0.1045,"(5,10]",529.9204,"3",8,162
9,"5","2",-0.48,0.8,0.1343,"(5,10]",0.2304,"1",2,127
11,NA,"1",NA,0.47,0.2537,"(10,16]",529.9204,"3",9,585
16,"4","2",26.78,0.62,0.2985,"(10,16]",717.1684,"3",6,275
22,"1","1",17.38,NA,0.1343,"(19,24]",302.0644,"3",9,159
8,"4","2",16.44,0.83,0.1642,"(5,10]",270.2736,"4",10,779
3,"4","1",23.02,0.74,0.3284,"(-0.01,5]",529.9204,"3",8,4
NA,"0",NA,NA,0.38,0.3881,"(10,16]",NA,"1",3,194
NA,"3",NA,NA,0.63,0.1045,"(16,19]",NA,"4",11,485
NA,"6",NA,NA,0.71,0,"(5,10]",NA,"4",10,20
11,"1","1",14.56,0.77,0.1343,"(10,16]",211.9936,"4",12,233
NA,"3",NA,NA,0.77,0.194,"(10,16]",NA,"2",4,61
NA,"3",NA,NA,0.89,0.1642,"(-0.01,5]",NA,"3",8,43
NA,"4",NA,NA,0.48,0.2836,"(-0.01,5]",NA,"4",12,16
10,"4","2",22.08,0.94,0.1045,"(5,10]",487.5264,"3",9,65
NA,"4",NA,NA,0.56,0.3881,"(-0.01,5]",NA,"1",1,13
NA,"2",NA,NA,0.62,0.1045,"(19,24]",NA,"1",3,47
NA,"5",NA,NA,0.61,0.1642,"(5,10]",NA,"4",11,367
NA,"6",NA,NA,0.7,0.3582,"(5,10]",NA,"1",12,10
4,"2","2",21.14,0.94,0.3582,"(-0.01,5]",446.8996,"3",9,7
15,"6","1",11.74,0.82,0.1642,"(10,16]",137.8276,"4",12,541
NA,"2",NA,NA,0.88,0,"(-0.01,5]",NA,"4",11,5
22,"2","2",6.1,0.7,0.1642,"(19,24]",37.21,"1",12,19
NA,"3",NA,NA,0.88,0.2239,"(19,24]",NA,"4",11,46
13,"3","1",20.2,0.4,0.2537,"(10,16]",408.04,"3",9,289
NA,"5",NA,NA,0.47,0.2985,"(10,16]",NA,"3",7,326
NA,"2",NA,NA,0.46,0,"(10,16]",NA,"3",7,248
2,"2","1",24.9,0.79,0.1045,"(-0.01,5]",620.01,"3",7,9
NA,"0",NA,NA,0.77,0.1045,"(5,10]",NA,"2",5,333
4,"2","1",25.84,0.7,0.1343,"(-0.01,5]",667.7056,"3",7,5
12,"2","1",10.8,0.43,0.2985,"(10,16]",116.64,"1",1,194
20,"5","2",3.28,0.7,0.194,"(19,24]",10.7584,"1",1,62
11,"1","2",16.44,0.68,0.1045,"(10,16]",270.2736,"4",11,118
12,"2","2",NA,0.71,0.3881,"(10,16]",63.6804,"2",4,38
22,"6","1",-2.36,0.36,0.3881,"(19,24]",5.5696,"1",1,34
14,"5","1",10.8,0.37,0.3582,"(10,16]",116.64,"1",2,170
2,"0","2",23.96,0.89,0.1642,"(-0.01,5]",574.0816,"3",7,115
NA,"3",NA,NA,0.87,0.194,"(5,10]",NA,"2",3,261
NA,"5",NA,NA,0.34,0.1045,"(16,19]",NA,"4",11,184
8,"4",NA,1.4,0.75,0,"(5,10]",1.96,"1",1,388
21,"3","1",22.08,0.44,0.3582,NA,487.5264,"2",6,396
NA,NA,NA,NA,0.45,0.2537,"(5,10]",NA,"4",10,347
NA,"2",NA,NA,0.88,0.194,"(-0.01,5]",NA,"4",10,5
22,"2","1",6.1,0.49,0.2239,"(19,24]",37.21,"1",3,55
10,"5","1",23.02,0.47,0.2537,"(5,10]",529.9204,"2",6,249
5,"1","1",23.02,0.89,0,"(-0.01,5]",529.9204,"3",9,4
NA,"6",NA,NA,NA,0.4179,"(-0.01,5]",NA,"1",2,31
NA,"0",NA,NA,0.5,0.3582,"(5,10]",NA,"2",4,16
23,"0","2",11.74,0.82,0.1343,"(19,24]",137.8276,"4",12,51
NA,"3",NA,NA,0.83,0.1343,"(-0.01,5]",NA,"4",10,25
NA,"5",NA,NA,0.65,0.1045,"(5,10]",NA,"3",7,274
NA,"1",NA,NA,0.48,0.194,"(-0.01,5]",NA,"1",1,4
NA,"6",NA,NA,0.53,0,"(-0.01,5]",NA,"3",7,26
NA,"3",NA,NA,0.93,0,"(5,10]",NA,"4",11,456
NA,"5",NA,NA,0.69,0,"(10,16]",NA,"4",9,361
23,"2","1",28.66,0.52,0,"(19,24]",821.3956,"3",7,79
17,"5","1",11.74,0.32,0.3284,"(16,19]",137.8276,"1",2,465
NA,"4",NA,NA,NA,0.4179,"(10,16]",NA,"3",9,170
9,"5","1",7.98,0.53,0.4179,"(5,10]",63.6804,"4",11,327
6,"2","1",17.38,NA,0.2985,"(5,10]",302.0644,"2",6,113
NA,"6",NA,NA,0.65,0.194,"(-0.01,5]",NA,"1",3,14
18,"1","1",17.38,0.34,0.2985,"(16,19]",302.0644,"2",4,646
NA,"4",NA,NA,0.94,0.0896,"(-0.01,5]",NA,"3",9,12
NA,"2",NA,NA,0.68,0.2239,"(19,24]",NA,"4",10,261
19,"6","1",15.5,0.51,0.1343,NA,240.25,"4",10,238
NA,"4",NA,NA,0.73,0.0896,"(-0.01,5]",NA,"3",9,23
22,"4","1",8.92,0.66,0.4925,"(19,24]",79.5664,"4",10,111
9,"0","1",10.8,0.43,0.2836,"(5,10]",116.64,"2",4,102
9,"4","1",3.28,0.6,0,"(5,10]",10.7584,"4",11,299
5,"5","2",21.14,0.94,0,"(-0.01,5]",446.8996,"4",9,22
14,"4","2",10.8,0.5,0.2239,"(10,16]",116.64,"4",11,185
2,NA,"1",22.08,0.89,0.1642,"(-0.01,5]",487.5264,"3",7,55
21,"1","2",23.02,0.94,0.2985,NA,529.9204,"3",9,60
5,"5","1",2.34,0.8,NA,"(-0.01,5]",5.4756,"4",12,20
8,"5","1",6.1,0.42,0.3582,"(5,10]",37.21,"4",11,258
NA,NA,NA,NA,0.67,0.0896,"(-0.01,5]",NA,"2",4,27
4,"5","2",3.28,0.6,0.1045,"(-0.01,5]",10.7584,"1",12,4
7,"0",NA,22.08,0.73,0.1642,"(5,10]",487.5264,"3",7,50
NA,"2",NA,NA,0.88,0.1343,"(-0.01,5]",NA,"1",3,6
13,"3","2",9.86,0.43,0.3582,"(10,16]",97.2196,"4",11,147
NA,"1",NA,NA,0.45,0.1642,"(-0.01,5]",NA,"1",2,1
NA,"5",NA,NA,0.81,0.1045,"(-0.01,5]",NA,"4",12,26
NA,"2",NA,NA,0.45,0.2836,"(10,16]",NA,"4",10,328
5,"6","2",21.14,0.88,0.1642,"(-0.01,5]",446.8996,"3",7,15
20,"6","2",10.8,0.71,0.3284,"(19,24]",116.64,"2",3,208
NA,"0",NA,NA,NA,0.8507,"(16,19]",NA,"3",7,358
12,"5","1",16.44,0.55,0.2836,"(10,16]",270.2736,"2",4,200
21,"6","1",8.92,0.29,NA,"(19,24]",79.5664,"1",1,127
NA,"0",NA,NA,0.54,0.2239,"(10,16]",NA,"2",5,455
8,"0","1",6.1,0.75,0.2537,NA,37.21,"4",11,119
0,"3","1",27.72,0.66,0.1642,NA,768.3984,"3",7,53
19,"3","1",29.6,0.29,0.0896,"(16,19]",876.16,"3",7,375
0,"2","1",22.08,0.65,NA,"(-0.01,5]",487.5264,"2",6,20
NA,"5",NA,NA,0.46,0.194,"(16,19]",NA,"3",7,631
NA,NA,NA,NA,0.39,0.194,"(16,19]",NA,"4",11,561
NA,"4",NA,NA,0.94,NA,"(-0.01,5]",NA,"4",10,15
17,"4","1",15.5,0.31,0.1642,"(16,19]",240.25,"2",4,822
1,"5","1",20.2,0.38,0.3582,"(-0.01,5]",408.04,"2",6,22
NA,"4",NA,NA,0.62,0.1045,"(10,16]",NA,"4",11,213
NA,"3",NA,NA,0.38,0.2836,"(10,16]",NA,"3",8,191
NA,"1",NA,NA,0.56,0,"(16,19]",NA,"4",12,359
NA,"3",NA,NA,NA,0,"(-0.01,5]",NA,"3",8,40
NA,NA,NA,NA,0.94,0.1045,"(-0.01,5]",NA,"4",12,5
10,"5","1",8.92,0.5,0.3284,"(5,10]",79.5664,"4",11,197
NA,"4",NA,NA,0.83,0.0896,"(-0.01,5]",NA,"3",8,11
NA,"0",NA,NA,0.41,0.2537,"(19,24]",NA,"1",3,62
NA,"0",NA,NA,1,NA,"(-0.01,5]",NA,"2",5,50
13,"4","1",32.42,0.44,0.2239,"(10,16]",1051.0564,"3",8,310
NA,"5",NA,NA,0.55,0.3284,"(10,16]",NA,"2",5,166
1,"0","2",24.9,0.84,0.2537,"(-0.01,5]",620.01,"3",8,73
9,NA,"2",17.38,0.94,0.1045,"(5,10]",302.0644,"4",10,389
NA,"1",NA,NA,0.63,0.2836,"(5,10]",NA,"4",11,111
NA,"3",NA,NA,0.57,0,"(19,24]",NA,"3",8,157
NA,"2",NA,NA,0.57,0.2537,"(16,19]",NA,"1",12,50
NA,"4",NA,NA,0.77,0.194,"(10,16]",NA,"2",4,169
7,"3","2",4.22,0.56,0.194,"(5,10]",17.8084,"4",11,409
NA,"2",NA,NA,0.68,0.3284,"(-0.01,5]",NA,"2",5,5
22,"4","1",1.4,0.4,0,"(19,24]",1.96,"1",3,53
16,"1","2",20.2,0.6,0.1642,"(10,16]",408.04,"3",9,263
NA,"6","2",24.9,0.54,0.1045,"(-0.01,5]",620.01,"3",7,101
NA,"5",NA,NA,1,0.0896,"(-0.01,5]",NA,"1",3,6
NA,"0",NA,NA,0.41,0.2836,"(10,16]",NA,"1",2,227
NA,"4",NA,NA,0.39,0.2985,"(5,10]",NA,"1",3,220
9,"0","2",8.92,0.81,0.1343,"(5,10]",NA,"2",4,275
0,"3","1",1.4,0.64,0,"(-0.01,5]",NA,"1",1,6
NA,"3",NA,NA,0.66,0.1642,"(5,10]",NA,"3",7,495
2,"0","1",4.22,0.87,0.1343,"(-0.01,5]",17.8084,"1",2,22
NA,"0","1",6.1,0.45,0.1343,"(19,24]",37.21,"1",2,83
NA,"6",NA,NA,0.43,0.2537,"(10,16]",NA,"4",9,727
0,"0","1",23.02,0.57,0.0896,"(-0.01,5]",529.9204,"3",8,187
NA,"6",NA,NA,0.67,0.1045,"(19,24]",NA,"2",4,125
NA,"0",NA,NA,0.78,0.194,"(-0.01,5]",NA,"3",9,76
NA,"5",NA,NA,0.66,0.1045,"(19,24]",NA,"1",12,91
NA,"2",NA,NA,0.78,0.1642,"(19,24]",NA,"3",9,245
12,"5","2",6.1,0.42,0.1343,"(10,16]",37.21,"1",2,176
14,"1","1",33.36,0.39,0,"(10,16]",1112.8896,"2",5,327
22,"6","1",23.96,0.47,0.194,"(19,24]",574.0816,"3",6,187
NA,"3",NA,NA,0.74,0,"(10,16]",NA,"3",7,127
4,"3","2",5.16,0.52,0.2985,"(-0.01,5]",26.6256,"4",11,9
23,"5","1",26.78,0.79,0.1343,"(19,24]",NA,"3",8,196
13,NA,"2",20.2,NA,0.3284,"(10,16]",408.04,"2",5,272
NA,"2",NA,NA,0.43,0.2836,"(10,16]",NA,"2",6,146
NA,"1",NA,NA,0.94,0.2239,"(10,16]",NA,"4",11,108
12,"3","1",NA,0.54,0.194,"(10,16]",620.01,"2",5,330
10,"0","2",21.14,0.73,0.0896,"(5,10]",446.8996,"2",6,251
16,"6","2",1.4,0.8,0.2985,"(10,16]",1.96,"1",1,118
8,"0","2",4.22,0.93,0.0896,"(5,10]",17.8084,"4",12,93
NA,"1","1",29.6,0.46,0.2239,"(16,19]",876.16,"3",8,845
NA,"4",NA,NA,0.84,0.1045,"(-0.01,5]",NA,"3",6,40
NA,"4",NA,NA,0.7,0.2239,NA,NA,"2",3,101
5,"5","1",11.74,0.82,0,NA,137.8276,"4",10,27
NA,"6",NA,NA,0.51,0.2239,"(19,24]",NA,"3",7,296
NA,"1",NA,NA,0.81,0.194,"(-0.01,5]",NA,"4",10,15
NA,"0",NA,NA,NA,0,"(5,10]",NA,"2",6,182
NA,"0",NA,NA,0.37,0.2537,"(10,16]",NA,"4",10,626
13,"3","1",29.6,0.31,0.3284,"(10,16]",876.16,"3",6,231
NA,"3",NA,NA,0.59,0.3284,"(10,16]",NA,"4",10,155
6,"3","1",1.4,0.47,0.2239,"(5,10]",1.96,"1",1,33
NA,"3",NA,NA,0.88,0.1343,"(5,10]",NA,"3",9,66
2,"4","2",6.1,0.7,0.0896,NA,37.21,"1",2,7
NA,"2","1",23.02,0.83,0.0896,"(-0.01,5]",529.9204,"3",7,6
14,"3","2",13.62,1,0.1343,"(10,16]",185.5044,"4",11,61
NA,"6",NA,NA,0.57,0.0896,"(10,16]",NA,"4",12,275
NA,"3",NA,NA,0.47,0.2537,"(19,24]",NA,"1",1,78
NA,"1",NA,NA,0.43,0.1045,"(10,16]",NA,"4",10,244
NA,"6",NA,NA,0.6,0.1343,"(-0.01,5]",NA,"4",11,64
6,"2","2",22.08,0.89,0.3284,NA,487.5264,"3",9,167
NA,"5",NA,NA,0.45,0.2239,"(16,19]",NA,"4",12,214
NA,"3",NA,NA,0.41,NA,"(10,16]",NA,"4",10,219
5,"1","1",9.86,NA,0,"(-0.01,5]",97.2196,"4",11,24
10,"4","3",11.74,0.77,0.1045,"(5,10]",137.8276,"1",2,78
11,"4","3",24.9,0.79,0,"(10,16]",620.01,"3",8,151
NA,"5",NA,NA,0.58,0.2985,"(10,16]",NA,"1",3,50
20,"6","1",4.22,0.56,0.1343,"(19,24]",17.8084,"1",12,24
19,"0","1",25.84,0.74,0.2239,"(16,19]",NA,"3",8,259
17,"4","3",21.14,0.83,0.2537,"(16,19]",446.8996,"4",10,479
8,"5","2",NA,0.83,0,"(5,10]",529.9204,"3",8,398
6,"1","3",22.08,0.89,0.2537,"(5,10]",487.5264,"3",7,92
NA,"4",NA,NA,NA,0.2537,"(16,19]",NA,"3",8,865
9,"6","1",2.34,0.8,NA,"(5,10]",5.4756,"1",2,138
NA,"4",NA,NA,0.44,0.4179,"(19,24]",NA,"1",1,90
NA,"5",NA,NA,0.49,0.2537,"(-0.01,5]",NA,"4",11,13
2,"4","2",12.68,0.62,0.2239,"(-0.01,5]",160.7824,"1",2,9
12,"0","2",NA,0.82,0.2985,"(10,16]",116.64,"4",12,315
NA,"5",NA,NA,0.66,0.1642,"(-0.01,5]",NA,"4",11,26
NA,"2","1",20.2,0.78,0,NA,408.04,"3",9,2
NA,"4",NA,NA,0.25,NA,"(10,16]",NA,"3",6,254
5,"3","1",22.08,0.65,0.1642,"(-0.01,5]",487.5264,"3",7,59
NA,"1",NA,NA,0.64,0.2836,"(16,19]",NA,"4",11,596
NA,"1",NA,NA,0.68,0.1343,"(-0.01,5]",NA,"3",8,3
12,"5","2",20.2,0.56,0.2537,"(10,16]",408.04,"2",5,255
10,"6","1",17.38,0.45,0.4478,"(5,10]",302.0644,"4",10,322
NA,"0",NA,NA,0.35,0.1045,"(16,19]",NA,"4",10,245
7,NA,"1",-2.36,0.54,0.2836,"(5,10]",5.5696,"1",1,17
NA,"0",NA,NA,0.28,0.3881,"(10,16]",NA,"4",11,319
NA,"6",NA,NA,0.49,0.2239,"(19,24]",NA,"2",5,182
3,"4","3",3.28,0.93,0.2239,"(-0.01,5]",10.7584,"2",3,1
NA,"5",NA,NA,0.88,NA,"(5,10]",NA,"4",10,403
11,"2","1",22.08,0.41,0.2836,"(10,16]",487.5264,"2",6,143
NA,"4",NA,NA,0.43,0.2836,"(10,16]",NA,"4",11,220
12,"3","1",30.54,0.3,0.2836,NA,932.6916,"3",7,169
6,"1","1",11.74,0.58,0.2836,"(5,10]",137.8276,"2",4,46
14,"0","1",18.32,0.35,0.194,"(10,16]",335.6224,"4",10,640
9,"2","1",14.56,0.82,0.2836,"(5,10]",211.9936,"1",3,342
NA,"2",NA,NA,0.49,0.2836,"(10,16]",NA,"4",12,435
3,"6","1",13.62,0.72,0.1343,"(-0.01,5]",185.5044,"3",9,28
10,NA,"1",NA,0.52,0.1045,"(5,10]",768.3984,"3",7,139
NA,"6",NA,NA,0.74,0.1343,"(-0.01,5]",NA,"3",9,79
NA,"6",NA,NA,0.7,0.2239,"(5,10]",NA,"3",8,215
NA,"2",NA,NA,0.81,0.1343,"(-0.01,5]",NA,"4",11,6
12,"0","1",35.24,0.42,0.194,"(10,16]",1241.8576,"3",7,376
2,"1","1",13.62,0.63,0.3582,"(-0.01,5]",185.5044,"4",11,17
NA,"5",NA,NA,0.7,0.1343,"(-0.01,5]",NA,"1",12,30
11,"2","2",6.1,0.45,NA,"(10,16]",NA,"1",2,112
23,"3","1",7.98,0.61,0.3582,"(19,24]",63.6804,"4",11,51
NA,NA,NA,NA,0.59,0.4179,"(-0.01,5]",NA,"4",10,25
16,"5",NA,29.6,0.55,0.2836,"(10,16]",876.16,"3",9,470
NA,"6",NA,NA,0.52,0.1642,"(5,10]",NA,"2",5,195
NA,"2",NA,NA,0.73,0.194,NA,NA,"2",5,138
NA,"4",NA,NA,0.94,0,NA,NA,"4",10,25
22,"2","1",17.38,NA,0.2537,"(19,24]",302.0644,"2",4,162
6,"2","1",23.02,0.74,0.0896,"(5,10]",529.9204,"3",7,94
1,"0","1",26.78,0.7,0.2537,"(-0.01,5]",717.1684,"3",8,87
22,"2","1",22.08,0.78,0,"(19,24]",487.5264,"3",8,232
NA,"6",NA,NA,0.57,0.2239,"(19,24]",NA,"2",6,190
14,"4","2",7.98,0.49,0.3881,"(10,16]",63.6804,"4",11,110
NA,NA,NA,NA,0.56,0.2985,"(-0.01,5]",NA,"4",11,74
10,"5","2",17.38,0.49,0.3284,NA,302.0644,"2",5,127
5,"6","1",2.34,0.42,0.2836,"(-0.01,5]",5.4756,"1",3,10
5,"0","3",16.44,1,0.1045,"(-0.01,5]",270.2736,"2",5,14
NA,"0",NA,NA,0.35,0.2836,"(16,19]",NA,"1",2,61
NA,"0",NA,NA,0.3,0,"(10,16]",NA,"1",3,279
NA,"3",NA,NA,0.83,0.0896,NA,NA,"2",6,39
23,"0","3",17.38,1,0.0896,"(19,24]",302.0644,"2",4,42
NA,"3",NA,NA,0.4,0.194,"(16,19]",NA,"1",1,281
8,"3","2",25.84,0.74,0.1045,"(5,10]",667.7056,"3",7,428
NA,"0",NA,NA,0.44,0.3284,"(-0.01,5]",NA,"1",2,42
NA,"1",NA,NA,NA,0.1343,"(16,19]",NA,"1",2,263
NA,"4",NA,NA,0.87,0.3284,"(-0.01,5]",NA,"1",12,3
NA,"6",NA,NA,0.94,0.2985,"(5,10]",NA,"2",4,68
8,"2","3",-0.48,0.93,0,NA,0.2304,"1",2,135
20,"5","1",23.02,0.61,0.1045,"(19,24]",529.9204,"3",9,404
NA,"1",NA,NA,0.37,0,"(10,16]",NA,"4",10,370
NA,"6",NA,NA,1,0.1343,"(5,10]",NA,"1",2,34
11,"3","2",7.98,0.46,0.2537,"(10,16]",63.6804,"2",3,90
18,"4","1",13.62,NA,0.1642,"(16,19]",185.5044,"4",10,692
15,"1","2",26.78,0.55,0,"(10,16]",717.1684,"3",6,202
NA,"2",NA,NA,0.56,0.1642,"(19,24]",NA,"2",6,297
21,"1","1",22.08,0.41,0.2537,"(19,24]",487.5264,"2",6,218
18,"3","1",7.98,0.49,NA,"(16,19]",63.6804,"4",11,376
17,"1","2",10.8,NA,0.2537,"(16,19]",116.64,"4",12,495
15,"1","1",18.32,0.64,0.2537,"(10,16]",335.6224,"4",11,382
20,NA,"1",6.1,0.39,0.2239,"(19,24]",37.21,"1",1,111
18,"3","1",NA,0.38,0.2537,"(16,19]",821.3956,"3",7,814
NA,"5",NA,NA,0.61,0,"(16,19]",NA,"4",12,199
NA,"3",NA,NA,NA,0.1642,"(-0.01,5]",NA,"1",3,8
19,"6","1",17.38,0.16,0.3284,"(16,19]",NA,"2",4,413
14,"2","1",13.62,0.47,0.4478,"(10,16]",185.5044,"4",12,247
NA,"1",NA,NA,0.48,NA,"(10,16]",NA,"2",4,141
23,"4","1",24.9,0.74,0.2836,"(19,24]",620.01,"3",6,105
4,"4","2",17.38,1,0.1045,"(-0.01,5]",302.0644,"4",10,7
8,"2","1",20.2,0.81,NA,"(5,10]",408.04,"3",9,425
5,"6","1",3.28,0.7,0.1642,NA,10.7584,"4",11,11
NA,"0",NA,NA,0.59,0.1045,"(-0.01,5]",NA,"2",6,89
NA,"2",NA,NA,0.25,0.2985,"(10,16]",NA,"2",3,104
15,"2","1",30.54,0.34,0.2985,"(10,16]",932.6916,"3",8,317
4,"2","3",15.5,0.88,0.4925,"(-0.01,5]",240.25,"2",4,2
17,NA,"2",14.56,0.48,0.1642,"(16,19]",211.9936,"1",1,111
